idx,code,ast,label
0,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace("" "", """")  # Remove spaces from the input string
    grouped_parentheses = paren_string.split("")("")  # Split the string at occurrences of ')('
    separated_groups = [""("" + group + "")"" for group in grouped_parentheses]  # Add parentheses to each group
    return separated_groups","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def separate_paren_groups parameters::left ( typed_parameter::left paren_string : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left paren_string = call::left attribute::left paren_string . replace attribute::right argument_list::left ( string::left ""   "" string::right , string::left "" "" string::right ) argument_list::right call::right assignment::right expression_statement::right # Remove spaces from the input string expression_statement::left assignment::left grouped_parentheses = call::left attribute::left paren_string . split attribute::right argument_list::left ( string::left "" )( "" string::right ) argument_list::right call::right assignment::right expression_statement::right # Split the string at occurrences of ')(' expression_statement::left assignment::left separated_groups = list_comprehension::left [ binary_operator::left binary_operator::left string::left "" ( "" string::right + group binary_operator::right + string::left "" ) "" string::right binary_operator::right for_in_clause::left for group in grouped_parentheses for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right # Add parentheses to each group return_statement::left return separated_groups return_statement::right block::right function_definition::right module::right",lm
1,"def can_arrange(arr):
    ind=-1
    i=1
    while i<len(arr):
      if arr[i]<arr[i-1]:
        ind=i
      i+=1
    return ind
",module::left function_definition::left def can_arrange parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left ind = unary_operator::left - 1 unary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left i = 1 assignment::right expression_statement::right while_statement::left while comparison_operator::left i < call::left len argument_list::left ( arr ) argument_list::right call::right comparison_operator::right : block::left if_statement::left if comparison_operator::left subscript::left arr [ i ] subscript::right < subscript::left arr [ binary_operator::left i - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left expression_statement::left assignment::left ind = i assignment::right expression_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left i += 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return ind return_statement::right block::right function_definition::right module::right,human
2,"def intersection(interval1, interval2):
    def is_prime(num):
        if num == 1 or num == 0:
            return False
        if num == 2:
            return True
        for i in range(2, num):
            if num%i == 0:
                return False
        return True

    l = max(interval1[0], interval2[0])
    r = min(interval1[1], interval2[1])
    length = r - l
    if length > 0 and is_prime(length):
        return ""YES""
    return ""NO""
","module::left function_definition::left def intersection parameters::left ( interval1 , interval2 ) parameters::right : block::left function_definition::left def is_prime parameters::left ( num ) parameters::right : block::left if_statement::left if boolean_operator::left comparison_operator::left num == 1 comparison_operator::right or comparison_operator::left num == 0 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left num == 2 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( 2 , num ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left num % i binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right expression_statement::left assignment::left l = call::left max argument_list::left ( subscript::left interval1 [ 0 ] subscript::right , subscript::left interval2 [ 0 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left r = call::left min argument_list::left ( subscript::left interval1 [ 1 ] subscript::right , subscript::left interval2 [ 1 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left length = binary_operator::left r - l binary_operator::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left length > 0 comparison_operator::right and call::left is_prime argument_list::left ( length ) argument_list::right call::right boolean_operator::right : block::left return_statement::left return string::left "" YES "" string::right return_statement::right block::right if_statement::right return_statement::left return string::left "" NO "" string::right return_statement::right block::right function_definition::right module::right",human
3,"FIX = """"""
Add more test cases.
""""""

def vowels_count(s):
    vowels = ""aeiouAEIOU""
    n_vowels = sum(c in vowels for c in s)
    if s[-1] == 'y' or s[-1] == 'Y':
        n_vowels += 1
    return n_vowels
","module::left expression_statement::left assignment::left FIX = string::left """""" 
Add more test cases.
 """""" string::right assignment::right expression_statement::right function_definition::left def vowels_count parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left vowels = string::left "" aeiouAEIOU "" string::right assignment::right expression_statement::right expression_statement::left assignment::left n_vowels = call::left sum generator_expression::left ( comparison_operator::left c in vowels comparison_operator::right for_in_clause::left for c in s for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left subscript::left s [ unary_operator::left - 1 unary_operator::right ] subscript::right == string::left ' y ' string::right comparison_operator::right or comparison_operator::left subscript::left s [ unary_operator::left - 1 unary_operator::right ] subscript::right == string::left ' Y ' string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left n_vowels += 1 augmented_assignment::right expression_statement::right block::right if_statement::right return_statement::left return n_vowels return_statement::right block::right function_definition::right module::right",human
4,"from typing import List


def factorize(n: int) -> List[int]:
    import math
    fact = []
    i = 2
    while i <= int(math.sqrt(n) + 1):
        if n % i == 0:
            fact.append(i)
            n //= i
        else:
            i += 1

    if n > 1:
        fact.append(n)
    return fact
",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def factorize parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right expression_statement::left assignment::left fact = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left i = 2 assignment::right expression_statement::right while_statement::left while comparison_operator::left i <= call::left int argument_list::left ( binary_operator::left call::left attribute::left math . sqrt attribute::right argument_list::left ( n ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left n % i binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left fact . append attribute::right argument_list::left ( i ) argument_list::right call::right expression_statement::right expression_statement::left augmented_assignment::left n //= i augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left i += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right if_statement::left if comparison_operator::left n > 1 comparison_operator::right : block::left expression_statement::left call::left attribute::left fact . append attribute::right argument_list::left ( n ) argument_list::right call::right expression_statement::right block::right if_statement::right return_statement::left return fact return_statement::right block::right function_definition::right module::right,human
5,"def prime_length(string):
    l = len(string)
    if l == 0 or l == 1:
        return False
    for i in range(2, l):
        if l % i == 0:
            return False
    return True
","module::left function_definition::left def prime_length parameters::left ( string ) parameters::right : block::left expression_statement::left assignment::left l = call::left len argument_list::left ( string ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left l == 0 comparison_operator::right or comparison_operator::left l == 1 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( 2 , l ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left l % i binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",human
6,"def unique_digits(x):
    odd_digit_elements = []
    for i in x:
        if all (int(c) % 2 == 1 for c in str(i)):
            odd_digit_elements.append(i)
    return sorted(odd_digit_elements)
",module::left function_definition::left def unique_digits parameters::left ( x ) parameters::right : block::left expression_statement::left assignment::left odd_digit_elements = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in x : block::left if_statement::left if call::left all generator_expression::left ( comparison_operator::left binary_operator::left call::left int argument_list::left ( c ) argument_list::right call::right % 2 binary_operator::right == 1 comparison_operator::right for_in_clause::left for c in call::left str argument_list::left ( i ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right : block::left expression_statement::left call::left attribute::left odd_digit_elements . append attribute::right argument_list::left ( i ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return call::left sorted argument_list::left ( odd_digit_elements ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,human
7,"def is_sorted(lst):
    if len(lst) <= 1:
        return True

    for i in range(1, len(lst)):
        if lst[i] <= lst[i-1]:
            return False

    return True","module::left function_definition::left def is_sorted parameters::left ( lst ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( lst ) argument_list::right call::right <= 1 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , call::left len argument_list::left ( lst ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left lst [ i ] subscript::right <= subscript::left lst [ binary_operator::left i - 1 binary_operator::right ] subscript::right comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",lm
8,"from typing import List, Tuple


def sum_product(numbers: List[int]) -> Tuple[int, int]:
    sum_value = 0
    prod_value = 1

    for n in numbers:
        sum_value += n
        prod_value *= n
    return sum_value, prod_value
","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right , dotted_name::left Tuple dotted_name::right import_from_statement::right function_definition::left def sum_product parameters::left ( typed_parameter::left numbers : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left Tuple type_parameter::left [ type::left int type::right , type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left sum_value = 0 assignment::right expression_statement::right expression_statement::left assignment::left prod_value = 1 assignment::right expression_statement::right for_statement::left for n in numbers : block::left expression_statement::left augmented_assignment::left sum_value += n augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left prod_value *= n augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return expression_list::left sum_value , prod_value expression_list::right return_statement::right block::right function_definition::right module::right",human
9,"def tri(n):
    if n < 0:
        return []
    
    sequence = [3] if n >= 1 else []
    
    if n >= 2:
        sequence.append(1 + n / 2)
        
    if n >= 3:
        for i in range(3, n + 1):
            if i % 2 == 0:
                sequence.append(1 + i / 2)
            else:
                sequence.append(sequence[i - 1] + sequence[i - 2] + sequence[i + 1])
    
    return sequence","module::left function_definition::left def tri parameters::left ( n ) parameters::right : block::left if_statement::left if comparison_operator::left n < 0 comparison_operator::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left sequence = conditional_expression::left list::left [ 3 ] list::right if comparison_operator::left n >= 1 comparison_operator::right else list::left [ ] list::right conditional_expression::right assignment::right expression_statement::right if_statement::left if comparison_operator::left n >= 2 comparison_operator::right : block::left expression_statement::left call::left attribute::left sequence . append attribute::right argument_list::left ( binary_operator::left 1 + binary_operator::left n / 2 binary_operator::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right if_statement::right if_statement::left if comparison_operator::left n >= 3 comparison_operator::right : block::left for_statement::left for i in call::left range argument_list::left ( 3 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left sequence . append attribute::right argument_list::left ( binary_operator::left 1 + binary_operator::left i / 2 binary_operator::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left call::left attribute::left sequence . append attribute::right argument_list::left ( binary_operator::left binary_operator::left subscript::left sequence [ binary_operator::left i - 1 binary_operator::right ] subscript::right + subscript::left sequence [ binary_operator::left i - 2 binary_operator::right ] subscript::right binary_operator::right + subscript::left sequence [ binary_operator::left i + 1 binary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right block::right if_statement::right return_statement::left return sequence return_statement::right block::right function_definition::right module::right",lm
